,id,sequence,sitzung,speaker,speaker_cleaned,speaker_fp,speaker_key,speaker_party,text,top,top_id,type,wahlperiode
0,117972,0,126,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,"Die Sitzung ist eröffnet. Nehmen Sie bitte Platz.

Liebe Kolleginnen und Kollegen! Ich begrüße Sie herzlich zum Tagesordnungspunkt 1 dieser Woche:

Befragung der Bundesregierung

Die Bundesregierung hat als Thema der gestrigen Kabinettssitzung mitgeteilt: Entwurf eines Asylverfahrensbeschleunigungsgesetzes und Verordnung zum Asylverfahrensbeschleunigungsgesetz.

Dazu hätten im Übrigen, wenn ich mir das erlauben darf, ruhig ein paar mehr Kollegen anwesend sein können, insbesondere in Anbetracht des Ausmaßes der Debatten innerhalb und außerhalb des Parlaments zu diesem Thema; dies steht aber einer gründlichen Befassung mit dem Thema nicht im Wege.

(Britta Haßelmann [BÜNDNIS 90/DIE

GRÜNEN]: Dann kann ich ja zufrieden sein!)

- Frau Kollegin, wenn Sie die Zahl der Anwesenden in Relation zur Sollstärke Ihrer Fraktion setzen, werden Sie meine Eingangsbemerkung nicht für völlig deplatziert halten können.",TOP 1 Befragung der Bundesregierung,2326,chair,18
1,117973,1,126,Volker Beck (Köln) [BÜNDNIS 90/DIE GRÜNEN],Volker Beck,volker-beck,614.0,gruene,Dann hat Frau Haßelmann den Pokal gewonnen!,TOP 1 Befragung der Bundesregierung,2326,poi,18
2,117974,2,126,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,"- Ja, gut. Diesen virtuellen Wettbewerb können wir ja auch einmal ausschreiben.

Ich erlaube mir die Anregung, dass mir die PGFs signalisieren, wenn es bereits erkennbare Fragewünsche gibt. Dann können wir das vorab ein bisschen sortieren.

Das Wort für den einleitenden fünfminütigen Bericht zum soeben genannten Thema hat der Bundesminister des Innern, Herr Dr. Thomas de Maizière.",TOP 1 Befragung der Bundesregierung,2326,chair,18
3,117975,3,126,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Herr Präsident! Liebe Kolleginnen und Kollegen! Das Bundeskabinett hat gestern ein umfangreiches Gesetzespaket beschlossen. Wir werden morgen dazu die erste Lesung haben und in dem Rahmen natürlich noch einmal ausführlich debattieren. Das Gesetzespaket ist Teil der Umsetzung der Maßnahmen, die die neue Lage erforderlich macht, und Ergebnis des sogenannten Flüchtlingsgipfels am Donnerstag, dem 24. September 2015. Zu diesem Thema gehören natürlich sehr viele Aspekte, die sicher gleich Gegenstand der Fragen und auch Gegenstand der morgigen Debatte sein werden.

Ich will mich zur Einführung auf die wesentlichen Elemente dieses Gesetzgebungspakets beschränken. Dieses Gesetzgebungspaket besteht aus mehreren wichtigen Teilen:

Erstens. Durch Standarderleichterungen im Bauplanungsrecht, im Emissionsschutzrecht sowie in anderen Rechtsgebieten ermöglichen wir es den Ländern und Kommunen, die Aufnahme und Unterbringung von Flüchtlingen zügig durchzuführen, insbesondere in Anbetracht des kommenden Winters. Nicht geregelt sind die Bereiche, die zum Landesrecht gehören, also das Bauordnungsrecht, das Brandschutzrecht oder das Denkmalschutzrecht; hier können wir nichts regeln. Aber das, was wir regeln konnten, haben wir geregelt. Das war ein besonderer Wunsch der Länder. Ich halte es für sehr wichtig, in dieser Phase zu helfen. Viele dieser Regeln sind befristet. Ich glaube aber, es ist wichtig, in dieser Notlage schnell menschenwürdige, winterfeste, adäquate Unterkünfte bauen zu können.

Der zweite Schwerpunkt bezieht sich auf Maßnahmen zur Beschleunigung des Verfahrens, und zwar in vielerlei Hinsicht. Ich möchte hier nur einen Aspekt nennen: Die Betroffenen sind nach diesem Gesetz verpflichtet, bis zu sechs Monate in einer Erstaufnahmeeinrichtung zu bleiben; bei Menschen aus sicheren Herkunftsstaaten gilt dies bis zum Abschluss des Verfahrens. Das ist eine Verpflichtung, die sich an die Ausländer richtet, und keine Rechtsverpflichtung, die sich an die Länder richtet. Gleichwohl haben wir uns durch die Schaffung von Erstaufnahmeeinrichtungen gemeinsam vorgenommen, die Verfahren zu beschleunigen; das ist dort leichter möglich als bei einer sehr frühen dezentralen Unterbringung.

Drittens. Es gibt viele Maßnahmen zur Verbesserung der Versorgung von Asylbewerbern: Impfungen, psychische Betreuung, auch die Option für die Länder, auf der Basis eines Bundesgesetzes, das Teil dieses Paketes ist, eine Gesundheitskarte einzuführen. Die Leistungen dieser Gesundheitskarte werden aber von Beginn an auf dem abgesenkten Niveau des Asylbewerberleistungsgesetzes erfolgen.

Viertens. Wir wollen mit diesem Gesetz Fehlanreize beseitigen, die dazu führen, dass viele Menschen nach Deutschland kommen und sich falsche Hoffnungen machen. Außerdem gelingt es uns mit diesem Gesetz besser, zu erreichen, dass diejenigen, die längst negativ abgeschlossene Verfahren haben und trotzdem unser Land nicht verlassen, ausreisen. Im Gesetzentwurf enthalten sind auch Leistungskürzungen für vollziehbar Ausreisepflichtige. Ebenso enthalten ist das Thema „Sachleistungen statt Taschengeld“ in einer abgestuften Form zwischen Erstaufnahmeeinrichtung und sonstiger Unterbringung. Daneben findet sich in dem Gesetzentwurf ein Beschäftigungsverbot bei offensichtlich unbegründetem Asylantrag. Wir wollen auch die Strafbarkeit für Schleuser verschärfen und die Gegenstände, mit denen sie Menschen nach Deutschland schleppen und durch die sie kriminelle Verdienste haben, einziehen können.

Fünftens. Wir wollen diejenigen, von denen wir wissen, dass sie bleiben, früh, rechtzeitig und gut integrieren. Dazu gehören der Zugang zu Sprachkursen, der Zugang zu Berufsförderungskursen sowie eine bessere Vernetzung zwischen Integrationskursen und berufsbezogenen Sprachkursen. Dazu gehören viele Dinge, mit denen wir ermöglichen, dass die Integration nicht durch lange Verfahren in Erstaufnahmeeinrichtungen oder anderswo verzögert oder für später erschwert wird.

Wir regeln, dass alle Staaten des westlichen Balkans sichere Herkunftsstaaten werden. Das ist ein Wunsch dieser Länder. Das wird auch durch die entsprechende Anerkennungsquote reflektiert. Es ist auch die übereinstimmende Position aller Staaten der Europäischen Union. Gleichzeitig werden für Bürger der Westbalkanstaaten legale Migrationsmöglichkeiten geschaffen, ohne einen Korridor. Wenn sie von einem dieser Staaten nach Deutschland wollen, können sie, wenn sie einen Arbeitsvertrag haben und ein Beschäftigungsverhältnis nachweisen können, unter der Voraussetzung der Vorrangprüfung, die schnell abgearbeitet werden soll, legal nach Deutschland migrieren.

Der letzte Punkt, der Teil dieses Gesetzentwurfes ist, ist eine Finanzierungsregelung. Der Bund hat selbst gewaltige zusätzliche Aufgaben im Zusammenhang mit dem Thema Flüchtlinge. Es entstehen Kosten in den Herkunftsländern und den Transitländern. Es wird mehr Geld für die Ernährung und Versorgung in Flüchtlingslagern bereitgestellt, damit sich nicht noch mehr Menschen aufmachen. Wir werden höhere Hartz-IV-Leistungen finanzieren müssen. Wir brauchen mehr Mittel für das Bundesamt für Migration und Flüchtlinge, auch für zusätzliche Stellen. Wir brauchen mehr Geld für Integrationskurse. Wir brauchen mehr Geld für die Bundespolizei. Ich sage das deswegen, damit deutlich wird, dass nicht nur Länder und Kommunen zusätzliche Bedarfe und Kosten haben, sondern auch der Bund. Das wird teilweise schon im Nachtragshaushalt geregelt; überwiegend wird das aber Teil der Beratungen zum Bundeshaushalt 2016 sein.

Bezüglich der Finanzhilfen für die Länder haben wir uns, was sich auch in diesem Gesetzentwurf widerspiegelt, auf ein Finanzierungsmodell verständigt, das, bezogen auf eine bestimmte zu erwartende Anzahl von Asylantragstellern, bezogen auf die Dauer der Verfahren und bezogen auf jeden einzelnen Asylbewerber - ein atmendes, strukturelles, dynamisches Finanzierungsmodell -, sicherstellt, dass wir uns - das haben wir uns jedenfalls vorgenommen - zwischen Bund und Ländern in Zukunft nicht mehr darüber streiten.",TOP 1 Befragung der Bundesregierung,2326,speech,18
4,117976,4,126,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,"Herr Minister, denken Sie ein bisschen an die Zeit.",TOP 1 Befragung der Bundesregierung,2326,chair,18
5,117977,5,126,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Ich bin sofort fertig. - Dazu kommen 350 Millionen Euro zur Finanzierung unbegleiteter Minderjähriger und 500 Millionen Euro für den sozialen Wohnungsbau, nicht nur für Flüchtlinge, sondern für alle, die den sozialen Wohnungsbau benötigen.

Das ist, Herr Präsident, in groben Zügen der Inhalt des Gesetzentwurfs.",TOP 1 Befragung der Bundesregierung,2326,speech,18
6,117978,6,126,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,Vielen Dank. - Die erste Nachfrage hat der Kollege Wunderlich.,TOP 1 Befragung der Bundesregierung,2326,chair,18
7,117979,7,126,Jörn Wunderlich (DIE LINKE),Jörn Wunderlich,jorn-wunderlich,357.0,linke,"Vielen Dank, Herr Präsident. - Herr Minister, ein Bundessozialrichter hat bereits öffentlich erklärt, dass Kürzungen des Existenzminimums mit migrationspolitischer Begründung verfassungswidrig und ein offener Verstoß gegen das Urteil des Bundesverfassungsgerichts aus dem Jahre 2012 sind. Da sind sich eigentlich alle Fachleute einig. Wenn man jetzt schaut, welche Begründung für die Kürzung im Gesetzentwurf steht, dann findet man nichts. Deswegen frage ich mich: Wie kann es sein, dass sich die Bundesregierung mit diesem maßgeblichen Urteil zu den Leistungen nach dem Asylbewerberleistungsgesetz nicht einmal auseinandersetzt? Und deswegen muss ich Sie heute hier fragen: Wie begründen Sie diesen offenen Verstoß gegen die Entscheidung des Bundesverfassungsgerichts, das Existenzminimum aus migrationspolitischen Gründen zu kürzen?",TOP 1 Befragung der Bundesregierung,2326,speech,18
8,117980,8,126,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Ich halte das nicht für einen Verstoß gegen die Verfassung und auch nicht für einen Verstoß gegen dieses Urteil,",TOP 1 Befragung der Bundesregierung,2326,speech,18
9,117981,9,126,Sabine Leidig [DIE LINKE],Sabine Leidig,sabine-leidig,594.0,linke,"Ja, Sie! Das ist es aber! Ganz offensichtlich!",TOP 1 Befragung der Bundesregierung,2326,poi,18
10,117982,10,126,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"wobei man sagen muss, dass dieses Urteil natürlich auf einem anderen Sachverhalt beruht und wir jetzt ganz andere Dimensionen des Problems haben.

Es ist so, dass das Existenzminimum für ein legales Leben in Deutschland vorgesehen ist.",TOP 1 Befragung der Bundesregierung,2326,speech,18
11,117983,11,126,Sabine Leidig [DIE LINKE],Sabine Leidig,sabine-leidig,594.0,linke,"Ja, eben!",TOP 1 Befragung der Bundesregierung,2326,poi,18
12,117984,12,126,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Wenn aber jemand dieses Land verlassen muss - nach Vorliegen aller Voraussetzungen wie Entscheidung der Härtefallkommission oder in einem Gerichtsverfahren sowie Fristsetzung usw. -, dann ist nicht einzusehen, dass er finanziell in gleicher Weise behandelt wird wie derjenige, der legal in unserem Land lebt.",TOP 1 Befragung der Bundesregierung,2326,speech,18
13,117985,13,126,Sabine Leidig [DIE LINKE],Sabine Leidig,sabine-leidig,594.0,linke,Das sind doch Menschen! Es gibt Menschenrechte!,TOP 1 Befragung der Bundesregierung,2326,poi,18
14,117986,14,126,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Das ist die erste Begründung.

Das Zweite ist: Der Vergleichsmaßstab bezieht sich nicht nur auf die bisherigen Leistungen, sondern auch auf andere Gruppen. Zum Beispiel ist es so, dass mitnichten alle EU-Bürger, die in unserem Land leben und es nicht verlassen wollen, ein Existenzminimum nach Asylbewerberleistungsgesetz oder etwas Vergleichbares gewährt bekommen; sie erhalten zum Teil keine Leistungen. Insbesondere vor dem Hintergrund eines Vergleichs mit den EU-Bürgern, die keine Leistungen erhalten - obwohl für EU-Bürger legaler Aufenthalt, Freizügigkeit und all das gilt -, sehe ich einer Auseinandersetzung vor dem Bundesverfassungsgericht mit Zuversicht entgegen.",TOP 1 Befragung der Bundesregierung,2326,speech,18
15,117987,15,126,Jörn Wunderlich [DIE LINKE],Jörn Wunderlich,jorn-wunderlich,357.0,linke,"Na, dann viel Spaß!",TOP 1 Befragung der Bundesregierung,2326,poi,18
16,117988,16,126,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,Frau Keul.,TOP 1 Befragung der Bundesregierung,2326,chair,18
17,117989,17,126,Katja Keul (BÜNDNIS 90/DIE GRÜNEN),Katja Keul,katja-keul,201.0,gruene,"Vielen Dank. - Mir war ganz neu, dass die Entscheidung des Bundesverfassungsgerichts von einer zahlenmäßigen Dimension abhängig gemacht werden kann.

Meine Frage zielt in eine ähnliche Richtung. Was die vollziehbar Ausreisepflichtigen betrifft, habe ich mal nachgefragt: Allein in Niedersachsen sind von 14 000 Ausreisepflichtigen etwa 10 000 geduldet. So bleiben immer noch 4 000 Menschen, die schon jetzt bei uns leben. Sind die dann jetzt auch unmittelbar mit Inkrafttreten des Gesetzes von der Kürzung der ihnen bewilligten Leistungen betroffen?",TOP 1 Befragung der Bundesregierung,2326,speech,18
18,117990,18,126,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Ich will, Frau Keul, zunächst etwas zu Ihrer Vorbemerkung sagen. Bezogen auf seine Rechtsprechung zum Familienbegriff sagt das Bundesverfassungsgericht selbst, dass sich die Rechtsprechung im Lichte der Lebenssachverhalte, die sich in Deutschland entwickeln, verändert. Das ist so bei Verfassungsrechtsprechung, und auch hier wird es so sein.

Jetzt zur Frage der vollziehbar Ausreisepflichtigen. Es geht natürlich nicht um alle hier Geduldeten, sondern es geht um diejenigen, denen eine Ausreisefrist nicht gewährt wurde oder bei denen diese abgelaufen ist. Einer, der hier geduldet ist, der ist hier eben geduldet und nicht vollziehbar ausreisepflichtig.",TOP 1 Befragung der Bundesregierung,2326,speech,18
19,117991,19,126,Katja Keul [BÜNDNIS 90/DIE GRÜNEN],Katja Keul,katja-keul,201.0,gruene,Meine Frage bezog sich auf nicht Geduldete!,TOP 1 Befragung der Bundesregierung,2326,poi,18
20,117992,20,126,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,Es gab da wohl ein Missverständnis: Die Frage bezog sich insbesondere auf die nicht Geduldeten.,TOP 1 Befragung der Bundesregierung,2326,chair,18
21,117993,21,126,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Wenn sie vollziehbar ausreisepflichtig sind, gilt es für sie selbstverständlich auch.",TOP 1 Befragung der Bundesregierung,2326,speech,18
22,117994,22,126,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,Herr Brunner.,TOP 1 Befragung der Bundesregierung,2326,chair,18
23,117995,23,126,Dr. Karl-Heinz Brunner (SPD),Dr. Karl-Heinz Brunner,karl-heinz-brunner,77.0,spd,"Vielen Dank, Herr Präsident. - Herr Minister, meine Frage bezieht sich auf den Problemkreis der Erweiterung der Liste der sicheren Herkunftsstaaten. Ich halte es für richtig und notwendig, angesichts der hohen Zahl der Flüchtlinge in diesem Bereich keine zusätzlichen Anreize zu schaffen. Zweifelsohne: Bezogen auf die Staaten des Westbalkans ist es die richtige Entscheidung, sie in die Liste aufzunehmen. In vielen Staaten sind die Bürgerinnen und Bürger nicht einer politischen Verfolgung ausgesetzt. Nichtsdestotrotz möchte ich Sie fragen: Wie wird beim Bundesamt und bei den entsprechenden Behörden sichergestellt, dass der Personenkreis, der in den entsprechenden Staaten nicht politisch, sondern wegen seiner ethnischen Herkunft oder seiner sexuellen Orientierung verfolgt wird und deswegen Zuflucht in der Bundesrepublik Deutschland sucht, ein entsprechendes ordnungsgemäßes Verfahren in der Bundesrepublik Deutschland erhält, politisches Asyl bekommt und nicht in die Heimatstaaten abgeschoben wird?",TOP 1 Befragung der Bundesregierung,2326,speech,18
24,117996,24,126,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Herr Abgeordneter, wir haben hinsichtlich der Einstufung als sicheres Herkunftsland eine geltende Regelung zur Rechtsfolge. Danach bleibt es bei einer individuellen Prüfung, die allerdings schneller und einfacher erfolgt. Das zeigt sich auch daran, dass die Anerkennungsquote nicht null ist, aber eben sehr, sehr niedrig, in einer Größenordnung von 1 bis 2 Prozent. Damit ist Ihre Frage schon positiv beantwortet.

Ich will aber gerne noch hinzufügen, dass wir auf dem Flüchtlingsgipfel ebenfalls festgehalten haben - das muss jetzt aber nicht Teil des Gesetzes sein -, dass wir mit und in den Westbalkanstaaten Hilfsmaßnahmen ergreifen wollen, damit die besonders schlechte Situation etwa der Roma dort besser wird.",TOP 1 Befragung der Bundesregierung,2326,speech,18
25,117997,25,126,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,Frau Jelpke.,TOP 1 Befragung der Bundesregierung,2326,chair,18
26,117998,26,126,Ulla Jelpke (DIE LINKE),Ulla Jelpke,ulla-jelpke,336.0,linke,"Vielen Dank. - Herr Minister, heute Morgen im Morgenmagazin hat Ihr Kollege Hermann aus Bayern angekündigt, direkt an den Grenzen Asylverfahren durchführen zu wollen. Er hat darüber hinaus angekündigt bzw. angedroht, die Flüchtlinge jetzt nach Berlin durchzuleiten, damit Berlin einmal sehe, in welcher schwierigen Lage Bayern sei. Ich möchte Sie fragen, wie Sie zu diesem Verhalten stehen. Steht hier eine „Orbanisierung“ durch das Land Bayern bevor, bzw. wie ist das verfassungsrechtlich zu bewerten, wenn bereits an den Grenzen Schnellverfahren und Abweisungen stattfinden? Nach meiner Information ist es schon jetzt so, dass in Bayern JVAs in Abschiebegefängnisse umgewidmet werden. Welche Auffassung vertreten Sie dazu, auch vor dem Hintergrund des Gesetzesverfahrens?",TOP 1 Befragung der Bundesregierung,2326,speech,18
27,117999,27,126,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Ich möchte zu beiden Punkten etwas sagen.

Zum ersten Punkt. Eine Regelung über ein sogenanntes Landgrenzenverfahren wäre nach der jetzigen deutschen Rechtslage nicht möglich. Wir sind aber verpflichtet, zwei EU-Richtlinien umzusetzen: eine sogenannte Aufnahmerichtlinie und eine Asylverfahrensrichtlinie. In der zweiten ist eine Ermächtigung aller europäischen Staaten vorgesehen, ein solches Landgrenzenverfahren - wenn sie das für richtig halten - einzuführen. Wir haben ein solches Verfahren an den Flughäfen. Wir müssen politisch darüber diskutieren, ob wir das auch in Deutschland wollen. Meine persönliche Meinung dazu kennen Sie. Aber da ich hier die Bundesregierung im Ganzen vertrete, sage ich Ihnen, dass dazu der Meinungsbildungsprozess in der Bundesregierung noch nicht abgeschlossen ist.

Zu Ihrer zweiten Frage möchte ich klar Folgendes sagen: Wenn es ein Bundesland gibt, das sich in besonderer Weise solidarisch verhält, das in besonderer Weise die Lasten der Aufnahme zu tragen hat und auch trägt, und zwar weit über den Königsteiner Schlüssel hinaus, dann ist es der Freistaat Bayern - das muss man wirklich einmal deutlich sagen - mit einer erstklassigen Verwaltung und vielen Ehrenamtlichen.",TOP 1 Befragung der Bundesregierung,2326,speech,18
28,118000,28,126,,,,,,Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD,TOP 1 Befragung der Bundesregierung,2326,poi,18
29,118001,29,126,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Wir haben ja jetzt einen genauen Einblick in die Verteilung. Es ist ziemlich oft so, dass sich manche Länder weigern oder sich nicht imstande sehen, eine bestimmte, sehr große Anzahl von Flüchtlingen, die mit Zügen oder Bussen zu uns kommen, aufzunehmen. Bayern hat sich bereit erklärt, auch diese noch aufzunehmen - obwohl sie bereits mehr aufnehmen, als nach dem Königsteiner Schlüssel vorgesehen -, in der Hoffnung, dass sie ein, zwei Tage später verteilt werden. Wenn dann der bayerische Innenminister darauf hinweist, dass das nicht ewig so weitergehen kann, dann ist das verständlich und nicht tadelnswert. Dass alle ihre Verteillast nach dem Königsteiner Schlüssel zu tragen haben, ist eigentlich nur selbstverständlich.",TOP 1 Befragung der Bundesregierung,2326,speech,18
30,118002,30,126,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,Darf ich noch einmal an die Redezeit erinnern: jeweils eine Minute für die Fragen und Antworten. - Nächste Frage: Frau Pothmer.,TOP 1 Befragung der Bundesregierung,2326,chair,18
31,118003,31,126,Brigitte Pothmer (BÜNDNIS 90/DIE GRÜNEN),Brigitte Pothmer,brigitte-pothmer,445.0,gruene,"Herr Minister, im Gesetzentwurf steht, dass nur die Menschen Zugang zu arbeitsmarktpolitischen Maßnahmen, Sprachkursen und Integrationskursen haben, die eine sogenannte sichere Bleibeperspektive haben. Jetzt frage ich mich: Wer stellt das eigentlich fest, dass die Menschen eine sichere Bleibeperspektive haben? Welche Kriterien werden zugrunde gelegt, um diese Feststellung zu treffen?",TOP 1 Befragung der Bundesregierung,2326,speech,18
32,118004,32,126,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Die Grundentscheidung ist: Wir wollen gerne sehr früh mit Integration bei denjenigen beginnen, von denen wir wissen bzw. ahnen, dass sie hierbleiben. Eine hohe Anerkennungsquote ist dafür ein Indiz. Wir wollen aber nicht Geld ausgeben für diejenigen und auch keine Illusionen wecken bei denjenigen, bei denen so gut wie klar ist, dass sie unser Land verlassen müssen. Das ist ein PullEffekt. Wie gesagt, das weckt nur Illusionen und frustriert auch die Helfer, die sich darum kümmern. Deswegen gehören sicher diejenigen dazu, die aus sicheren Herkunftsländern stammen.",TOP 1 Befragung der Bundesregierung,2326,speech,18
33,118005,33,126,Brigitte Pothmer [BÜNDNIS 90/DIE GRÜNEN],Brigitte Pothmer,brigitte-pothmer,445.0,gruene,Aber doch andere darüber hinaus auch!,TOP 1 Befragung der Bundesregierung,2326,poi,18
34,118006,34,126,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,- Das müssen wir noch sehen.,TOP 1 Befragung der Bundesregierung,2326,speech,18
35,118007,35,126,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,Frau Höger.,TOP 1 Befragung der Bundesregierung,2326,chair,18
36,118008,36,126,Inge Höger (DIE LINKE),Inge Höger,inge-hoger,529.0,linke,"Vielen Dank. - Ich kann nur anschließen. Sie wollen ja nicht nur im Vorhinein festlegen, wer eine Chance auf das Grundrecht auf Asyl hat, um entsprechend auszusortieren, sondern Sie wollen die Flüchtlinge auch länger in Erstaufnahmeeinrichtungen unterbringen. Diejenigen, die eine eindeutige Chance auf einen Aufenthaltsstatus haben, sollen sich dort drei Monate aufhalten, die anderen sechs Monate. Das bedeutet aber erst einmal für alle eine sehr viel längere Zeit in großen Lagern - es sind eher kasernierte Unterbringungen -, was die Möglichkeiten der Integration für die Dauer dieses Aufenthalts völlig verhindert.

Meine Frage zielt vor allen Dingen auf etwas anderes. Schon jetzt sind diese Einrichtungen völlig überfüllt. Die Flüchtlinge werden sehr schnell weiterverteilt, weil der Platz in den Erstaufnahmeeinrichtungen einfach nicht reicht. Wie wollen Sie gewährleisten, dass die Plätze in Zukunft überhaupt da sind? Wie ist das mit beschleunigten Integrationsverfahren vereinbar?",TOP 1 Befragung der Bundesregierung,2326,speech,18
37,118009,37,126,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Das haben wir nicht in diesen Gesetzentwurf geschrieben, weil man es da nicht hineinschreiben muss. Aber wir, Bund und Länder, haben gewisse Ausbaupläne für Erstaufnahmeeinrichtungen verabredet.

Wir wissen, dass jetzt aufgrund der großen Zahl - in den letzten Tagen sind jeweils knapp 10 000 Menschen gekommen; am gestrigen Tag waren es etwas weniger - alle Mühe haben, den Menschen ein Dach über dem Kopf zu bieten; das ist so. Ich kann vor all denen, die diese Aufgabe stemmen, nur den Hut ziehen. Aber das Ziel ist dergleichen natürlich nicht.

Ziel ist vielmehr, dass wir Erstaufnahmeeinrichtungen haben, die ein schnelles Verfahren erlauben, die eine schnelle Unterscheidung zwischen den Schutzbedürftigen und den nicht Schutzbedürftigen erlauben. Gerade die Kommunen sagen uns, dass sie die Flüchtlinge erst dann aufnehmen wollen - das ist die gemeinsame Auffassung von Städtetag, Landkreistag und Städte- und Gemeindebund -, wenn klar ist, dass sie bleiben dürfen. Genau so wollen wir vorgehen.",TOP 1 Befragung der Bundesregierung,2326,speech,18
38,118010,38,126,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,Volker Beck.,TOP 1 Befragung der Bundesregierung,2326,chair,18
39,118011,39,126,Volker Beck (Köln) (BÜNDNIS 90/DIE GRÜNEN),Volker Beck,volker-beck,614.0,gruene,"Herr de Maizière, ich möchte Sie etwas zum Thema „sichere Herkunftsstaaten“ fragen. Da gibt es ja zwei Vorschläge: einmal den Gesetzentwurf aus Ihrem Haus mit den acht sicheren Herkunftsstaaten, Westbalkan plus Senegal und Ghana, und es gibt zum anderen den Vorschlag der EU-Kommission, die Westbalkanstaaten plus die Türkei zu sicheren Herkunftsstaaten zu erklären. In diesem Zusammenhang möchte ich Sie fragen, wie Sie das angesichts der Situation der Roma vor dem Hintergrund der Anerkennungsrichtlinie für den Westbalkan rechtfertigen. In Artikel 9 Absatz 1 Buchstabe b der Qualifikationsrichtlinie der EU heißt es, dass eine kumulative Verletzung von Menschenrechten eine Verfolgung im Sinne der Genfer Flüchtlingskonvention ist.

Ich war in den letzten Jahren wiederholt in Serbien und habe mir dort Roma-Flüchtlingslager angeschaut. Dort halten sich die sogenannten unsichtbaren Roma auf: Das sind Kriegsflüchtlinge aus dem Kosovo, also Kosovo-Roma. Oft waren sie in Deutschland, wurden von dort in den Kosovo abgeschoben, und sie sind nach Serbien geflohen, weil ihre Herkunftsdörfer und städte, in die sie zurückgeschoben wurden, einfach nicht mehr existieren. Diese Menschen fühlen sich im Kosovo nicht sicher. Inwiefern verträgt sich diese Einstufung der sicheren Herkunftsstaaten mit der EU-Qualifikationsrichtlinie?

Was Senegal und Ghana angeht, wissen Sie, dass nach Artikel 10 der EU-Qualifikationsrichtlinie die Verfolgung von sexueller Orientierung ein Flüchtlingsanerkennungsgrund sein kann. In Senegal und Ghana wird Homosexualität nach dem Strafgesetzbuch strafrechtlich verfolgt. Das Auswärtige Amt führt in seinen Reisehinweisen auf, dass man als Homosexueller besser nicht in eines dieser Länder fahren sollte, weil dort Verfolgung droht. Wie sieht die Überprüfung dieser sicheren Herkunftsstaaten - sie sind schon lange im Gesetz benannt - aus, wenn nach der Verfahrensrichtlinie alle zwei Jahre überprüft werden soll? Hat diese Überprüfung bei Senegal und Ghana vor der Erstellung des Gesetzentwurfs Ihres Hauses stattgefunden?",TOP 1 Befragung der Bundesregierung,2326,speech,18
40,118012,40,126,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Zu Ihrer ersten Frage, Herr Abgeordneter Beck: Die Lage der Roma ist in den entsprechenden Staaten nicht gut. Sie entspricht aber nicht politischer Verfolgung, auch nicht in der Kumulation.",TOP 1 Befragung der Bundesregierung,2326,speech,18
