"id","wahlperiode","sitzung","title","description","detail","number","title_clean","week","year","category","duration","held_on","sequence","name","session_identifier"
14110,18,64,"TOP 31 Schutz von Hinweisgebern","Überweisung","<div class=""bt-top-collapse collapse"">
                a) Erste Beratung der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Gesetz zur Förderung von Transparenz und zum Diskriminierungsschutz von Hinweisgeberinnen und Hinweisgebern (Whistleblower-Schutzgesetz)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/030/1803039.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3039 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3039</a><br><br>b) Beratung des Antrags der Fraktion DIE LINKE.<br>Gesellschaftliche Bedeutung von Whistleblowing anerkennen - Hinweisgeberinnen und Hinweisgeber schützen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/030/1803043.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3043 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3043</a><br>
                              </div>","31","Schutz von Hinweisgebern",45,2014,"Gesellschaftspolitik, soziale Gruppen;Medien, Kommunikation und Informationstechnik;Innere Sicherheit",80,"2014-11-07",3,"Schutz von Hinweisgebern","TOP 31"
14111,18,64,"TOP 32 Strategische Ziele für die Raumfahrt","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Fraktionen der CDU/CSU und SPD <br>Strategische Ziele für die Raumfahrt in dieser Legislaturperiode absichern<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/030/1803040.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3040 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3040</a><br>
                              </div>","32","Strategische Ziele für die Raumfahrt",45,2014,"Wirtschaft",45,"2014-11-07",4,"Strategische Ziele für die Raumfahrt","TOP 32"
14112,18,64,"TOP 33 Achter Familienbericht - Zeit für Familie","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung der Unterrichtung durch die Bundesregierung<br>Achter Familienbericht <br>Zeit für Familie - Familienzeitpolitik als Chance einer nachhaltigen Familienpolitik <br>und Stellungnahme der Bundesregierung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/17/090/1709000.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 17/9000 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>17/9000</a> <br><br>
                              </div>","33","Achter Familienbericht - Zeit für Familie",45,2014,"Gesellschaftspolitik, soziale Gruppen",45,"2014-11-07",5,"Achter Familienbericht - Zeit für Familie","TOP 33"
14113,18,64,"TOP 34 Liegenschaftspolitik","Überweisung","<div class=""bt-top-collapse collapse"">
                a) Erste Beratung der Fraktion DIE LINKE. <br>Gesetz zur Reform der Liegenschaftsveräußerungen (Liegenschaftsveräußerungsreformgesetz)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/028/1802882.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2882 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2882</a> <br><br>b) Beratung der Beschlussempfehlung und des Berichts des Haushaltsausschusses (8. Ausschuss) <br>– zu dem Antrag der Fraktion DIE LINKE. <br>Sofortiges Moratorium für die Wohnungs- und Grundstücksverkäufe durch die Bundesanstalt für Immobilienaufgaben<br>– zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Moratorium beim Verkauf von Wohnimmobilien in Städten mit angespanntem Wohnungsmarkt durch die Bundesanstalt für Immobilienaufgaben<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/019/1801952.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/1952 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/1952</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/019/1801965.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/1965 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/1965</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/029/1802908.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2908 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2908</a> <br><br>c) Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Für eine nachhaltige und zukunftsweisende Liegenschaftspolitik des Bundes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/030/1803044.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3044 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3044</a>
                              </div>","34","Liegenschaftspolitik",45,2014,"Gesellschaftspolitik, soziale Gruppen;Raumordnung, Bau- und Wohnungswesen",50,"2014-11-07",6,"Liegenschaftspolitik","TOP 34"
14114,18,64,"TOP 35 Reform der Wasser- und Schifffahrtsverwaltung","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Fraktion der CDU/CSU und SPD <br>Wasserstraßen- und Schifffahrtsverwaltung zukunftsfest gestalten<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/030/1803041.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3041 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3041</a><br>
                              </div>","35","Reform der Wasser- und Schifffahrtsverwaltung",45,2014,"Verkehr;Wirtschaft",45,"2014-11-07",7,"Reform der Wasser- und Schifffahrtsverwaltung","TOP 35"
14115,18,65,"TOP 1 Befragung der Bundesregierung","beendet","<div class=""bt-top-collapse collapse"">
                Thema:  Bericht der Bundesregierung zur  internationalen Kooperation in Bildung,  Wissenschaft und Forschung 2014 -2016
                              </div>","1","Befragung der Bundesregierung",26,2017,"Außenpolitik und internationale Beziehungen;Verteidigung",50,"2014-11-12",1,"Befragung der Bundesregierung","TOP 1"
14116,18,65,"TOP 2 Fragestunde","beendet","<div class=""bt-top-collapse collapse"">
                Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/128/1812876.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12876 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12876</a>
                              </div>","2","Fragestunde",26,2017,"Sonstiges",105,"2014-11-12",2,"Fragestunde","TOP 2"
14117,18,65,"TOP ZP 1 Aktuelle Stunde zu den umstrittenen Steuermodellen in Luxemburg","beendet","<div class=""bt-top-collapse collapse"">
                Aktuelle Stunde <br>auf Verlangen der Fraktion DIE LINKE.<br>Haltung der Bundesregierung zu den umstrittenen Steuermodellen in Luxemburg und der Rolle Jean-Claude Junckers
                              </div>","ZP 1","Aktuelle Stunde zu den umstrittenen Steuermodellen in Luxemburg",46,2014,"Europapolitik und Europäische Union;Öffentliche Finanzen, Steuern und Abgaben",75,"2014-11-12",4,"Aktuelle Stunde zu den umstrittenen Steuermodellen in Luxemburg","TOP ZP 1"
14118,18,66,"TOP 3 Vereinbarte Debatte zum Thema: Sterbebegleitung","beendet","<div class=""bt-top-collapse collapse"">
                Vereinbarte Debatte<br>Sterbebegleitung<br>
                              </div>","3","Vereinbarte Debatte zum Thema: Sterbebegleitung",46,2014,"Gesellschaftspolitik, soziale Gruppen;Gesundheit",285,"2014-11-13",1,"Vereinbarte Debatte zum Thema: Sterbebegleitung","TOP 3"
14119,18,66,"TOP 4 Langzeitarbeitslosigkeit","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Fraktion DIE LINKE.<br>Fünf-Punkte-Programm zur Bekämpfung und Vermeidung von Langzeiterwerbslosigkeit<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/031/1803146.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3146 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3146</a><br>
                              </div>","4","Langzeitarbeitslosigkeit",46,2014,"Arbeit und Beschäftigung;Soziale Sicherung",80,"2014-11-13",2,"Langzeitarbeitslosigkeit","TOP 4"
14120,18,66,"TOP 21 Mietrecht","Überweisung","<div class=""bt-top-collapse collapse"">
                a) Erste Beratung des von der Bundesregierung <br>eingebrachten Entwurfs eines Gesetzes zur Dämpfung des Mietanstiegs auf angespannten Wohnungsmärkten und zur Stärkung des Bestellerprinzips bei der Wohnungsvermittlung (Mietrechtsnovellierungsgesetz - MietNovG)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/031/1803121.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3121 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3121</a><br><br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss) <br>zu dem Antrag der Fraktion DIE LINKE. <br>Mieterhöhungsstopp jetzt<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/005/1800505.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/505 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/505</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/023/1802303.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2303 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2303</a>
                              </div>","21","Mietrecht",46,2014,"Raumordnung, Bau- und Wohnungswesen",70,"2014-11-13",3,"Mietrecht","TOP 21"
14121,18,66,"TOP ZP 3 Aktuelle Stunde zur Abschaltung von Kohlekraftwerken und zu Klimazielen","beendet","<div class=""bt-top-collapse collapse"">
                Aktuelle Stunde<br>auf Verlangen der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Unterschiedliche Auffassungen in der Bundesregierung zur Abschaltung von Kohlekraftwerken und zum Erreichen der Klimaziele
                              </div>","ZP 3","Aktuelle Stunde zur Abschaltung von Kohlekraftwerken und zu Klimazielen",46,2014,"Energie;Umwelt",65,"2014-11-13",7,"Aktuelle Stunde zur Abschaltung von Kohlekraftwerken und zu Klimazielen","TOP ZP 3"
14122,18,66,"TOP 7 Änderung des Grundgesetzes (Artikel 91b)","namentliche Abstimmung zu Änderungsantrag","<div class=""bt-top-collapse collapse"">
                a) Zweite und dritte Beratung des von der Bundesregierung <br>eingebrachten Entwurfs eines … Gesetzes zur Änderung des Grundgesetzes (Artikel 91b)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/027/1802710.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2710 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2710</a><br> <br>Beschlussempfehlung und Bericht des Ausschusses für Bildung, Forschung und Technikfolgenabschätzung (18. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/031/1803141.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3141 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3141</a> <br><br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Bildung, Forschung und Technikfolgenabschätzung (18. Ausschuss) <br>- zu dem Antrag der Fraktion DIE LINKE. <br>Kooperationsverbot abschaffen – Gemeinschaftsaufgabe Bildung im Grundgesetz verankern<br><br>- zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Kooperationsverbot kippen - Zusammenarbeit von Bund und Ländern für bessere Bildung und Wissenschaft ermöglichen<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/005/1800588.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/588 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/588</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/027/1802747.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2747 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2747</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/031/1803141.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3141 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3141</a>
                              </div>","7","Änderung des Grundgesetzes (Artikel 91b)",46,2014,"Bildung und Erziehung;Recht;Wissenschaft, Forschung und Technologie",70,"2014-11-13",8,"Änderung des Grundgesetzes (Artikel 91b)","TOP 7"
14123,18,66,"TOP 8 Partizipationsrechte für Kinder und Jugendliche","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Von Anfang an beteiligen -<br>Partizipationsrechte für Kinder und Jugendliche im demografischen Wandel stärken<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/031/1803151.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3151 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3151</a><br>
                              </div>","8","Partizipationsrechte für Kinder und Jugendliche",46,2014,"Gesellschaftspolitik, soziale Gruppen",45,"2014-11-13",9,"Partizipationsrechte für Kinder und Jugendliche","TOP 8"
14124,18,66,"TOP 13 Änderung des Bundesausbildungsförderungsgesetzes","namentliche Abstimmung über Änderungsantrag","<div class=""bt-top-collapse collapse"">
                a) Zweite und dritte Beratung des von der Bundesregierung <br>eingebrachten Entwurfs eines Fünfundzwanzigsten Gesetzes zur Änderung des Bundesausbildungsförderungsgesetzes (25. BAföGÄndG)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802663.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2663 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2663</a> <br>Beschlussempfehlung und Bericht des Ausschusses für Bildung, Forschung und Technikfolgenabschätzung (18. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/031/1803142.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3142 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3142</a> <br>- Bericht des Haushaltsausschusses (8. Ausschuss) gemäß § 96 der Geschäftsordnung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/031/1803143.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3143 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3143</a> <br><br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Bildung, Forschung und Technikfolgenabschätzung (18. Ausschuss) <br>zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Sofort besser fördern - BAföG-Reform überarbeiten und vorziehen<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/027/1802745.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2745 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2745</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/031/1803142.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3142 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3142</a><br><br>c) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Bildung, Forschung und Technikfolgenabschätzung (18. Ausschuss)<br> zu dem Antrag der Fraktion DIE LINKE.<br>BAföG-Reform zügig umsetzen <br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/004/1800479.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/479 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/479</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/007/1800715.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/715 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/715</a><br>
                              </div>","13","Änderung des Bundesausbildungsförderungsgesetzes",46,2014,"Bildung und Erziehung",75,"2014-11-13",10,"Änderung des Bundesausbildungsförderungsgesetzes","TOP 13"
14125,18,66,"TOP 10 Sanktionen gegen Russland","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung des Antrags der Fraktion DIE LINKE. <br>Einstieg in den Ausstieg - Sanktionen gegen Russland aufheben<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/031/1803147.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3147 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3147</a><br>
                              </div>","10","Sanktionen gegen Russland",46,2014,"Außenpolitik und internationale Beziehungen",60,"2014-11-13",11,"Sanktionen gegen Russland","TOP 10"
14126,18,66,"TOP 9 Bundeswehreinsatz in Südsudan (UNMISS)","namentliche Abstimmung über Beschlussempfehlung","<div class=""bt-top-collapse collapse"">
                - Beratung der Beschlussempfehlung und des Berichts des Auswärtigen Ausschusses (3. Ausschuss) <br>zu dem Antrag der Bundesregierung <br>Fortsetzung der Beteiligung bewaffneter deutscher Streitkräfte an der von den Vereinten Nationen geführten Friedensmission in Südsudan (UNMISS) auf Grundlage der Resolution 1996 (2011) des Sicherheitsrates der Vereinten Nationen vom 8. Juli 2011 und Folgeresolutionen, zuletzt 2155 (2014) vom 27. Mai 2014<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/030/1803005.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3005 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3005</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/031/1803191.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3191 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3191</a> <br><br>- Bericht des Haushaltsausschusses (8. Ausschuss) gemäß § 96 der Geschäftsordnung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/031/1803192.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3192 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3192</a><br>
                              </div>","9","Bundeswehreinsatz in Südsudan (UNMISS)",46,2014,"Verteidigung",35,"2014-11-13",12,"Bundeswehreinsatz in Südsudan (UNMISS)","TOP 9"
14127,18,66,"TOP 11 Bundeswehreinsatz in Dafur (UNAMID)","namentliche Abstimmung über Beschlussempfehlung","<div class=""bt-top-collapse collapse"">
                - Beratung der Beschlussempfehlung und des Berichts des Auswärtigen Ausschusses (3. Ausschuss) <br>zu dem Antrag der Bundesregierung <br>Fortsetzung der Beteiligung bewaffneter deutscher Streitkräfte an der AU/UN-Hybrid-Operation in Darfur (UNAMID) auf Grundlage der Resolution 1769 (2007) des Sicherheitsrates der Vereinten Nationen vom 31. Juli 2007 und folgender Resolutionen, zuletzt 2173 (2014) vom 27. August 2014<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/030/1803006.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3006 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3006</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/031/1803193.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3193 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3193</a> <br><br>- Bericht des Haushaltsausschusses (8. Ausschuss) gemäß § 96 der Geschäftsordnung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/031/1803194.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3194 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3194</a><br>
                              </div>","11","Bundeswehreinsatz in Dafur (UNAMID)",46,2014,"Verteidigung",30,"2014-11-13",14,"Bundeswehreinsatz in Dafur (UNAMID)","TOP 11"
